timestamp_index,PM1.0 (ug/m3),PM2.5 (ug/m3),PM4.0 (ug/m3),PM10.0 (ug/m3),PM Sensor Status,Temperature (Celsius),Relative Humidity (%),Device Status,hour,day,dayofweek,month
2023-04-27 11:00:00,22.5,24.25,24.75,25.0,0.0,35.6,62.0,0.0,11.0,27.0,3.0,4.0
2023-04-27 12:00:00,18.75,20.0,20.5,20.5,0.0,35.5,59.75,0.0,12.0,27.0,3.0,4.0
2023-04-27 13:00:00,16.25,17.5,17.75,18.25,0.0,35.83,59.25,0.0,13.0,27.0,3.0,4.0
2023-04-27 14:00:00,16.0,17.0,17.0,17.0,0.0,35.52,59.75,0.0,14.0,27.0,3.0,4.0
2023-04-27 15:00:00,14.5,15.5,15.5,15.5,0.0,35.28,61.25,0.0,15.0,27.0,3.0,4.0
2023-04-27 16:00:00,11.75,12.75,12.75,13.0,0.0,36.58,57.0,4.0,16.0,27.0,3.0,4.0
2023-04-27 17:00:00,14.25,15.25,15.5,15.5,0.0,36.8,56.5,4.0,17.0,27.0,3.0,4.0
2023-04-27 18:00:00,15.0,16.25,16.25,16.25,0.0,36.02,59.5,4.0,18.0,27.0,3.0,4.0
2023-04-27 19:00:00,17.75,18.75,19.25,19.25,0.0,35.75,61.0,4.0,19.0,27.0,3.0,4.0
2023-04-27 20:00:00,16.75,17.75,17.75,18.0,0.0,35.65,62.25,4.0,20.0,27.0,3.0,4.0
2023-04-27 21:00:00,15.0,16.0,16.25,16.25,0.0,35.3,63.75,4.0,21.0,27.0,3.0,4.0
2023-04-27 22:00:00,12.5,13.25,13.5,13.75,0.0,35.08,65.0,4.0,22.0,27.0,3.0,4.0
2023-04-27 23:00:00,11.25,12.0,12.25,12.25,0.0,34.83,65.0,4.0,23.0,27.0,3.0,4.0
2023-04-28 00:00:00,10.5,11.0,11.25,11.5,0.0,34.55,65.5,4.0,0.0,28.0,4.0,4.0
2023-04-28 01:00:00,10.0,11.0,11.0,11.0,0.0,34.33,66.0,4.0,1.0,28.0,4.0,4.0
2023-04-28 02:00:00,9.5,10.5,10.5,10.5,0.0,34.2,66.0,4.0,2.0,28.0,4.0,4.0
2023-04-28 03:00:00,9.0,9.75,10.0,10.0,0.0,34.08,66.25,4.0,3.0,28.0,4.0,4.0
2023-04-28 04:00:00,10.5,11.0,11.0,11.0,0.0,33.88,67.0,4.0,4.0,28.0,4.0,4.0
2023-04-28 05:00:00,15.75,16.75,16.75,16.75,0.0,33.7,68.0,4.0,5.0,28.0,4.0,4.0
2023-04-28 06:00:00,22.5,24.0,24.0,24.0,0.0,34.0,67.75,4.0,6.0,28.0,4.0,4.0
2023-04-28 07:00:00,10.0,10.75,11.0,11.0,0.0,34.47,66.75,1.25,7.0,28.0,4.0,4.0
2023-04-28 08:00:00,8.5,9.25,9.25,9.25,0.0,34.93,63.75,0.0,8.0,28.0,4.0,4.0
2023-04-28 09:00:00,9.5,10.0,10.0,10.0,0.0,35.25,62.5,6.0,9.0,28.0,4.0,4.0
2023-04-28 10:00:00,13.75,14.5,14.75,15.0,0.0,34.22,62.25,0.0,10.0,28.0,4.0,4.0
2023-04-28 11:00:00,9.5,10.0,10.25,10.25,0.0,36.1,58.75,0.0,11.0,28.0,4.0,4.0
2023-04-28 12:00:00,19.0,20.75,21.25,21.5,0.0,36.72,56.25,0.0,12.0,28.0,4.0,4.0
2023-04-28 14:00:00,11.75,13.0,13.0,13.0,0.0,34.67,61.75,0.0,14.0,28.0,4.0,4.0
2023-04-28 15:00:00,15.75,16.75,16.75,16.75,0.0,34.45,65.0,0.0,15.0,28.0,4.0,4.0
2023-04-28 16:00:00,10.5,11.5,11.5,11.5,0.0,34.92,61.5,1.0,16.0,28.0,4.0,4.0
2023-04-28 17:00:00,11.33,12.33,12.33,12.33,0.0,34.57,63.0,1.33,17.0,28.0,4.0,4.0
2023-04-28 20:00:00,19.5,20.5,21.0,21.0,0.0,35.0,63.5,4.0,20.0,28.0,4.0,4.0
2023-04-28 21:00:00,16.75,17.75,17.75,17.75,0.0,34.83,65.0,4.0,21.0,28.0,4.0,4.0
2023-04-28 22:00:00,11.5,12.25,12.25,12.25,0.0,34.6,65.75,4.0,22.0,28.0,4.0,4.0
2023-04-28 23:00:00,10.75,11.5,11.5,11.5,0.0,34.52,66.0,4.0,23.0,28.0,4.0,4.0
2023-04-29 00:00:00,11.0,11.75,12.0,12.0,0.0,34.3,67.0,4.0,0.0,29.0,5.0,4.0
2023-04-29 01:00:00,10.75,11.5,12.0,12.0,0.0,34.1,67.5,4.0,1.0,29.0,5.0,4.0
2023-04-29 02:00:00,10.75,11.25,11.5,11.75,0.0,33.95,68.0,4.0,2.0,29.0,5.0,4.0
2023-04-29 03:00:00,9.0,9.5,9.5,9.5,0.0,33.95,68.0,4.0,3.0,29.0,5.0,4.0
2023-04-29 04:00:00,8.5,9.0,9.0,9.25,0.0,33.95,67.0,4.0,4.0,29.0,5.0,4.0
2023-04-29 05:00:00,8.5,8.75,8.75,8.75,0.0,33.8,68.0,4.0,5.0,29.0,5.0,4.0
2023-04-29 06:00:00,9.75,10.25,10.25,10.5,0.0,33.68,67.25,4.0,6.0,29.0,5.0,4.0
2023-04-29 07:00:00,10.0,10.67,10.67,10.67,0.0,33.87,65.67,4.33,7.0,29.0,5.0,4.0
2023-04-29 08:00:00,9.0,9.75,9.75,9.75,0.0,34.5,63.5,4.0,8.0,29.0,5.0,4.0
2023-04-29 09:00:00,8.25,9.25,9.5,9.75,0.0,35.22,60.5,3.0,9.0,29.0,5.0,4.0
2023-04-29 10:00:00,7.5,8.25,8.25,8.25,0.0,36.78,57.25,4.0,10.0,29.0,5.0,4.0
2023-04-29 11:00:00,10.0,10.25,10.25,10.25,0.0,37.33,56.5,4.0,11.0,29.0,5.0,4.0
2023-04-29 12:00:00,11.25,12.0,12.25,12.25,0.0,37.1,57.5,4.0,12.0,29.0,5.0,4.0
2023-04-29 13:00:00,9.75,10.5,10.5,10.5,0.0,37.85,52.0,4.0,13.0,29.0,5.0,4.0
2023-04-29 14:00:00,7.5,7.75,7.75,8.0,0.0,38.22,51.25,4.0,14.0,29.0,5.0,4.0
2023-04-29 15:00:00,7.5,8.0,8.0,8.0,0.0,37.05,54.75,4.0,15.0,29.0,5.0,4.0
2023-04-29 16:00:00,9.25,9.75,9.75,9.75,0.0,35.85,57.75,2.0,16.0,29.0,5.0,4.0
2023-04-29 17:00:00,9.0,10.0,10.0,10.0,0.0,34.1,61.75,0.0,17.0,29.0,5.0,4.0
2023-04-29 18:00:00,19.25,20.75,20.75,21.0,0.0,33.8,62.5,0.0,18.0,29.0,5.0,4.0
2023-04-29 19:00:00,14.0,14.5,14.5,14.5,0.0,33.52,62.0,2.0,19.0,29.0,5.0,4.0
2023-04-29 20:00:00,6.5,7.0,7.0,7.0,0.0,33.55,64.25,0.0,20.0,29.0,5.0,4.0
2023-04-29 21:00:00,4.5,4.75,4.75,4.75,0.0,33.25,65.0,0.0,21.0,29.0,5.0,4.0
2023-04-29 22:00:00,4.75,5.0,5.0,5.0,0.0,33.02,66.5,0.0,22.0,29.0,5.0,4.0
2023-04-29 23:00:00,3.75,3.75,3.75,3.75,0.0,32.75,67.75,0.0,23.0,29.0,5.0,4.0
2023-04-30 00:00:00,1.5,1.75,2.0,2.0,0.0,32.52,63.75,0.0,0.0,30.0,6.0,4.0
2023-04-30 01:00:00,1.75,2.0,2.0,2.0,0.0,32.25,64.5,0.0,1.0,30.0,6.0,4.0
2023-04-30 02:00:00,1.0,1.0,1.0,1.0,0.0,32.05,64.75,0.0,2.0,30.0,6.0,4.0
2023-04-30 03:00:00,1.5,1.5,1.5,1.5,0.0,31.92,65.75,0.0,3.0,30.0,6.0,4.0
2023-04-30 04:00:00,3.5,3.75,3.75,3.75,0.0,31.68,67.75,0.0,4.0,30.0,6.0,4.0
2023-04-30 05:00:00,4.25,4.5,4.5,4.5,0.0,31.55,69.0,0.0,5.0,30.0,6.0,4.0
2023-04-30 06:00:00,6.0,6.25,6.25,6.25,0.0,31.65,69.0,2.0,6.0,30.0,6.0,4.0
2023-04-30 07:00:00,5.75,6.25,6.25,6.25,0.0,32.38,67.0,0.0,7.0,30.0,6.0,4.0
2023-04-30 08:00:00,7.8,8.43,8.48,8.53,0.0,33.52,65.13,2.67,8.0,30.0,6.0,4.0
2023-04-30 09:00:00,8.55,9.3,9.35,9.4,0.0,35.38,61.55,3.0,9.0,30.0,6.0,4.0
2023-04-30 10:00:00,9.75,10.4,10.5,10.55,0.0,37.02,57.9,3.8,10.0,30.0,6.0,4.0
2023-04-30 11:00:00,9.75,10.4,10.5,10.55,0.0,37.02,57.9,3.8,11.0,30.0,6.0,4.0
2023-04-30 12:00:00,9.2,9.75,9.8,9.85,0.0,37.46,54.9,4.0,12.0,30.0,6.0,4.0
2023-04-30 13:00:00,9.95,10.35,10.4,10.5,0.0,37.96,54.4,4.0,13.0,30.0,6.0,4.0
2023-04-30 14:00:00,8.6,9.05,9.05,9.15,0.0,37.13,57.0,3.25,14.0,30.0,6.0,4.0
2023-04-30 15:00:00,7.8,8.2,8.2,8.25,0.0,35.61,61.25,2.45,15.0,30.0,6.0,4.0
2023-04-30 16:00:00,7.0,7.75,7.75,7.75,0.0,33.2,72.25,0.25,16.0,30.0,6.0,4.0
2023-04-30 17:00:00,7.75,7.75,7.75,7.75,0.0,33.72,70.25,2.0,17.0,30.0,6.0,4.0
2023-04-30 18:00:00,13.75,14.5,14.5,14.5,0.0,33.28,71.5,0.0,18.0,30.0,6.0,4.0
2023-04-30 20:00:00,16.75,17.5,17.5,17.5,0.0,32.88,72.75,0.0,20.0,30.0,6.0,4.0
2023-04-30 21:00:00,5.75,5.75,5.75,5.75,0.0,32.9,71.75,0.0,21.0,30.0,6.0,4.0
2023-04-30 22:00:00,2.75,3.0,3.0,3.0,0.0,32.92,70.0,2.0,22.0,30.0,6.0,4.0
2023-04-30 23:00:00,1.0,1.0,1.0,1.0,0.0,32.72,70.5,0.0,23.0,30.0,6.0,4.0
2023-05-01 00:00:00,1.0,1.0,1.0,1.0,0.0,32.6,70.25,0.0,0.0,1.0,0.0,5.0
2023-05-01 01:00:00,1.0,1.0,1.0,1.0,0.0,31.9,70.75,0.0,1.0,1.0,0.0,5.0
2023-05-01 02:00:00,1.0,1.0,1.0,1.0,0.0,31.78,70.5,0.0,2.0,1.0,0.0,5.0
2023-05-01 03:00:00,1.0,1.0,1.0,1.0,0.0,31.82,71.5,0.0,3.0,1.0,0.0,5.0
2023-05-01 04:00:00,1.0,1.0,1.0,1.0,0.0,31.65,71.75,0.0,4.0,1.0,0.0,5.0
2023-05-01 05:00:00,5.25,5.75,5.75,5.75,0.0,31.35,73.0,0.0,5.0,1.0,0.0,5.0
2023-05-01 06:00:00,8.75,9.75,9.75,9.75,0.0,31.5,72.5,0.0,6.0,1.0,0.0,5.0
2023-05-01 07:00:00,1.5,2.0,2.25,2.25,0.0,33.0,68.75,0.0,7.0,1.0,0.0,5.0
2023-05-01 08:00:00,1.5,1.5,1.5,1.5,0.0,34.78,63.25,0.0,8.0,1.0,0.0,5.0
2023-05-01 09:00:00,1.25,1.75,1.75,1.75,0.0,35.83,60.0,0.0,9.0,1.0,0.0,5.0
2023-05-01 10:00:00,2.0,2.0,2.0,2.0,0.0,36.13,58.0,0.0,10.0,1.0,0.0,5.0
2023-05-01 11:00:00,2.75,2.9,2.9,2.9,0.0,33.61,67.9,1.4,11.0,1.0,0.0,5.0
2023-05-01 12:00:00,2.78,2.92,2.92,2.97,0.0,33.3,69.4,2.13,12.0,1.0,0.0,5.0
2023-05-01 13:00:00,2.73,2.92,2.92,2.97,0.0,32.68,71.8,2.73,13.0,1.0,0.0,5.0
2023-05-01 14:00:00,2.28,2.47,2.47,2.52,0.0,32.81,71.05,2.53,14.0,1.0,0.0,5.0
2023-05-01 15:00:00,2.83,3.07,3.07,3.12,0.0,32.95,70.1,2.58,15.0,1.0,0.0,5.0
2023-05-01 16:00:00,3.43,3.67,3.67,3.67,0.0,33.04,69.25,2.58,16.0,1.0,0.0,5.0
2023-05-01 17:00:00,3.35,3.45,3.45,3.45,0.0,33.09,67.9,3.05,17.0,1.0,0.0,5.0
2023-05-01 18:00:00,3.35,3.4,3.4,3.4,0.0,33.16,66.75,3.25,18.0,1.0,0.0,5.0
2023-05-01 19:00:00,3.4,3.5,3.5,3.5,0.0,33.39,65.8,4.05,19.0,1.0,0.0,5.0
2023-05-01 20:00:00,2.45,2.6,2.6,2.6,0.0,33.39,65.75,4.0,20.0,1.0,0.0,5.0
2023-05-01 21:00:00,1.65,1.8,1.8,1.8,0.0,33.35,65.9,4.0,21.0,1.0,0.0,5.0
2023-05-01 22:00:00,1.75,1.95,2.05,2.05,0.0,33.4,66.7,4.0,22.0,1.0,0.0,5.0
2023-05-01 23:00:00,2.25,2.5,2.5,2.5,0.0,33.69,64.9,4.0,23.0,1.0,0.0,5.0
2023-05-02 00:00:00,1.05,1.05,1.05,1.05,0.0,32.85,68.95,2.4,0.0,2.0,1.0,5.0
2023-05-02 01:00:00,1.05,1.05,1.05,1.05,0.0,32.68,69.0,2.4,1.0,2.0,1.0,5.0
2023-05-02 02:00:00,1.25,1.45,1.55,1.65,0.0,32.6,69.4,2.4,2.0,2.0,1.0,5.0
2023-05-02 03:00:00,1.7,1.95,2.15,2.25,0.0,32.26,70.35,1.6,3.0,2.0,1.0,5.0
2023-05-02 04:00:00,3.35,3.6,3.7,3.7,0.0,32.2,70.95,1.6,4.0,2.0,1.0,5.0
2023-05-02 05:00:00,4.9,5.35,5.45,5.45,0.0,32.13,71.15,1.6,5.0,2.0,1.0,5.0
2023-05-02 06:00:00,8.4,9.1,9.2,9.2,0.0,32.42,70.7,1.6,6.0,2.0,1.0,5.0
2023-05-02 07:00:00,8.35,9.0,9.25,9.3,0.0,32.02,73.3,1.4,7.0,2.0,1.0,5.0
2023-05-02 08:00:00,6.0,6.0,6.0,6.0,0.0,30.82,78.25,2.0,8.0,2.0,1.0,5.0
2023-05-02 09:00:00,2.25,2.5,2.5,2.5,0.0,31.65,76.25,0.0,9.0,2.0,1.0,5.0
2023-05-02 10:00:00,3.25,3.5,3.5,3.5,0.0,31.92,74.75,2.0,10.0,2.0,1.0,5.0
2023-05-02 11:00:00,4.25,4.25,4.25,4.25,0.0,31.48,74.75,1.0,11.0,2.0,1.0,5.0
2023-05-02 12:00:00,3.0,3.0,3.0,3.0,0.0,32.67,72.0,4.0,12.0,2.0,1.0,5.0
2023-05-02 13:00:00,2.0,2.0,2.0,2.25,0.0,33.08,71.25,4.0,13.0,2.0,1.0,5.0
2023-05-02 14:00:00,2.67,3.33,3.33,3.33,0.0,33.17,71.0,1.67,14.0,2.0,1.0,5.0
2023-05-02 15:00:00,1.75,2.0,2.0,2.0,0.0,33.02,70.0,3.0,15.0,2.0,1.0,5.0
2023-05-02 16:00:00,2.0,2.0,2.0,2.0,0.0,32.1,71.0,0.0,16.0,2.0,1.0,5.0
2023-05-02 17:00:00,5.75,6.0,6.0,6.0,0.0,33.38,67.25,4.25,17.0,2.0,1.0,5.0
2023-05-02 18:00:00,5.0,5.0,5.0,5.0,0.0,33.55,67.0,4.0,18.0,2.0,1.0,5.0
2023-05-02 19:00:00,2.25,2.25,2.25,2.25,0.0,33.42,64.25,4.0,19.0,2.0,1.0,5.0
2023-05-02 20:00:00,1.75,1.75,1.75,1.75,0.0,33.38,64.25,4.0,20.0,2.0,1.0,5.0
2023-05-02 21:00:00,2.25,2.5,2.5,2.5,0.0,33.25,66.25,4.0,21.0,2.0,1.0,5.0
2023-05-02 22:00:00,1.0,1.5,1.5,1.5,0.0,33.38,67.0,4.0,22.0,2.0,1.0,5.0
2023-05-02 23:00:00,1.0,1.0,1.0,1.0,0.0,33.35,67.75,4.0,23.0,2.0,1.0,5.0
2023-05-03 00:00:00,1.0,1.0,1.0,1.0,0.0,33.33,67.75,4.0,0.0,3.0,2.0,5.0
2023-05-03 01:00:00,1.25,1.25,1.25,1.25,0.0,33.22,68.0,4.0,1.0,3.0,2.0,5.0
2023-05-03 02:00:00,1.0,1.0,1.0,1.0,0.0,33.18,68.0,4.0,2.0,3.0,2.0,5.0
2023-05-03 03:00:00,2.0,3.0,3.5,4.0,0.0,32.98,69.0,4.0,3.0,3.0,2.0,5.0
2023-05-03 04:00:00,3.5,3.75,4.25,4.25,0.0,33.05,69.0,4.0,4.0,3.0,2.0,5.0
2023-05-03 05:00:00,6.0,6.5,6.5,6.5,0.0,33.1,69.5,4.0,5.0,3.0,2.0,5.0
2023-05-03 06:00:00,20.5,21.5,21.75,21.75,0.0,33.12,69.75,4.0,6.0,3.0,2.0,5.0
2023-05-03 07:00:00,4.75,5.75,6.5,6.75,0.0,32.58,71.5,1.0,7.0,3.0,2.0,5.0
2023-05-03 08:00:00,9.0,9.75,9.75,9.75,0.0,30.55,78.25,0.0,8.0,3.0,2.0,5.0
2023-05-03 09:00:00,6.75,7.25,7.25,7.25,0.0,31.38,76.25,0.0,9.0,3.0,2.0,5.0
2023-05-03 10:00:00,8.25,8.75,8.75,8.75,0.0,32.6,74.0,1.0,10.0,3.0,2.0,5.0
2023-05-03 11:00:00,9.25,9.75,9.75,9.75,0.0,31.8,72.75,0.0,11.0,3.0,2.0,5.0
2023-05-03 12:00:00,10.5,11.0,11.0,11.0,0.0,31.32,77.0,0.0,12.0,3.0,2.0,5.0
2023-05-03 13:00:00,7.25,7.7,7.75,7.8,0.0,33.77,65.4,0.85,13.0,3.0,2.0,5.0
2023-05-03 14:00:00,2.75,3.0,3.0,3.0,0.0,31.93,71.75,0.25,14.0,3.0,2.0,5.0
2023-05-03 15:00:00,2.25,2.5,2.5,2.5,0.0,33.05,67.5,0.0,15.0,3.0,2.0,5.0
2023-05-03 16:00:00,2.0,2.0,2.0,2.0,0.0,33.0,69.75,3.0,16.0,3.0,2.0,5.0
2023-05-03 17:00:00,3.5,3.5,3.5,3.5,0.0,34.55,66.75,4.0,17.0,3.0,2.0,5.0
2023-05-03 18:00:00,3.75,4.0,4.0,4.0,0.0,34.48,65.75,4.0,18.0,3.0,2.0,5.0
2023-05-03 19:00:00,3.0,3.25,3.25,3.25,0.0,34.17,66.0,4.0,19.0,3.0,2.0,5.0
2023-05-03 20:00:00,1.75,2.0,2.0,2.0,0.0,33.92,67.25,4.0,20.0,3.0,2.0,5.0
2023-05-03 21:00:00,1.75,2.5,2.5,2.75,0.0,33.92,67.5,4.0,21.0,3.0,2.0,5.0
2023-05-03 22:00:00,2.75,3.0,3.5,3.5,0.0,33.67,68.25,4.0,22.0,3.0,2.0,5.0
2023-05-03 23:00:00,5.5,5.75,5.75,5.75,0.0,33.2,68.5,4.0,23.0,3.0,2.0,5.0
2023-05-04 00:00:00,6.25,7.0,7.0,7.0,0.0,32.92,70.0,4.0,0.0,4.0,3.0,5.0
2023-05-04 01:00:00,6.5,6.75,6.75,6.75,0.0,32.8,70.75,4.0,1.0,4.0,3.0,5.0
2023-05-04 02:00:00,5.75,6.0,6.0,6.0,0.0,32.78,70.0,4.0,2.0,4.0,3.0,5.0
2023-05-04 03:00:00,6.0,6.5,6.5,6.5,0.0,32.83,70.5,4.0,3.0,4.0,3.0,5.0
2023-05-04 04:00:00,13.0,13.25,13.25,13.25,0.0,32.6,71.0,4.0,4.0,4.0,3.0,5.0
2023-05-04 05:00:00,22.25,23.5,23.5,23.5,0.0,32.52,71.0,4.0,5.0,4.0,3.0,5.0
2023-05-04 07:00:00,20.67,21.67,21.67,21.67,0.0,33.1,70.67,1.67,7.0,4.0,3.0,5.0
2023-05-04 08:00:00,15.0,15.75,15.75,15.75,0.0,33.78,69.5,0.0,8.0,4.0,3.0,5.0
2023-05-04 09:00:00,10.5,11.0,11.0,11.0,0.0,35.3,63.25,3.0,9.0,4.0,3.0,5.0
2023-05-04 10:00:00,14.0,14.75,15.0,15.25,0.0,35.4,61.25,0.0,10.0,4.0,3.0,5.0
2023-05-04 11:00:00,12.25,13.25,13.25,13.25,0.0,35.48,61.5,0.0,11.0,4.0,3.0,5.0
2023-05-04 12:00:00,9.5,10.0,10.0,10.0,0.0,35.38,57.75,0.0,12.0,4.0,3.0,5.0
2023-05-04 13:00:00,12.5,13.5,13.5,13.5,0.0,35.72,54.25,0.0,13.0,4.0,3.0,5.0
2023-05-04 14:00:00,8.5,9.0,9.25,9.25,0.0,36.8,52.75,0.0,14.0,4.0,3.0,5.0
2023-05-04 15:00:00,8.25,8.5,8.5,8.5,0.0,36.02,56.0,0.0,15.0,4.0,3.0,5.0
2023-05-04 16:00:00,15.25,16.25,16.25,16.25,0.0,35.65,57.75,3.0,16.0,4.0,3.0,5.0
2023-05-04 19:00:00,18.5,19.75,19.75,19.75,0.0,35.45,62.5,4.0,19.0,4.0,3.0,5.0
2023-05-04 20:00:00,10.75,11.5,11.5,11.5,0.0,35.3,63.75,4.0,20.0,4.0,3.0,5.0
2023-05-04 21:00:00,7.25,7.75,7.75,7.75,0.0,35.25,64.75,4.0,21.0,4.0,3.0,5.0
2023-05-04 22:00:00,6.75,7.25,7.25,7.25,0.0,35.05,66.75,4.0,22.0,4.0,3.0,5.0
2023-05-04 23:00:00,5.25,6.0,6.25,6.25,0.0,34.0,63.5,4.0,23.0,4.0,3.0,5.0
2023-05-05 00:00:00,4.25,4.5,4.5,4.5,0.0,33.35,62.25,4.0,0.0,5.0,4.0,5.0
2023-05-05 01:00:00,4.0,4.5,4.5,4.5,0.0,33.55,62.0,4.0,1.0,5.0,4.0,5.0
2023-05-05 02:00:00,4.5,5.25,5.25,5.25,0.0,33.6,62.25,4.0,2.0,5.0,4.0,5.0
2023-05-05 03:00:00,4.5,4.75,4.75,4.75,0.0,33.52,63.5,4.0,3.0,5.0,4.0,5.0
2023-05-05 04:00:00,5.5,6.25,6.25,6.25,0.0,33.4,62.75,4.0,4.0,5.0,4.0,5.0
2023-05-05 05:00:00,7.25,7.75,7.75,7.75,0.0,33.33,62.25,4.0,5.0,5.0,4.0,5.0
2023-05-05 06:00:00,11.0,11.5,11.5,11.5,0.0,33.5,62.25,4.0,6.0,5.0,4.0,5.0
2023-05-05 07:00:00,12.0,12.67,12.67,12.67,0.0,33.77,61.33,4.0,7.0,5.0,4.0,5.0
2023-05-05 08:00:00,10.67,13.33,14.67,15.33,0.0,33.13,64.67,4.33,8.0,5.0,4.0,5.0
2023-05-05 09:00:00,12.25,13.0,13.0,13.25,0.0,34.1,64.25,4.0,9.0,5.0,4.0,5.0
2023-05-05 10:00:00,16.25,17.5,17.5,17.5,0.0,34.15,64.75,4.0,10.0,5.0,4.0,5.0
2023-05-05 11:00:00,10.25,11.25,11.25,11.25,0.0,34.38,63.25,4.0,11.0,5.0,4.0,5.0
2023-05-05 12:00:00,7.25,7.75,7.75,7.75,0.0,34.65,62.25,4.0,12.0,5.0,4.0,5.0
2023-05-05 13:00:00,5.0,5.0,5.0,5.0,0.0,34.58,65.75,4.0,13.0,5.0,4.0,5.0
2023-05-05 14:00:00,5.25,5.75,5.75,5.75,0.0,34.55,66.0,4.0,14.0,5.0,4.0,5.0
2023-05-05 15:00:00,5.75,6.25,6.25,6.25,0.0,34.65,66.0,4.0,15.0,5.0,4.0,5.0
2023-05-05 16:00:00,9.5,9.75,9.75,9.75,0.0,34.92,64.5,4.0,16.0,5.0,4.0,5.0
2023-05-05 17:00:00,13.0,13.67,13.67,13.67,0.0,34.87,61.67,4.33,17.0,5.0,4.0,5.0
2023-05-05 18:00:00,13.5,14.5,14.5,14.5,0.0,34.83,62.0,4.0,18.0,5.0,4.0,5.0
2023-05-05 19:00:00,14.0,15.0,15.0,15.0,0.0,34.6,63.5,4.0,19.0,5.0,4.0,5.0
2023-05-05 20:00:00,10.0,10.5,10.5,10.5,0.0,34.48,62.75,4.0,20.0,5.0,4.0,5.0
2023-05-05 21:00:00,8.75,9.0,9.0,9.25,0.0,34.48,64.25,4.0,21.0,5.0,4.0,5.0
2023-05-05 22:00:00,7.75,8.25,8.5,8.5,0.0,34.38,65.5,4.0,22.0,5.0,4.0,5.0
2023-05-05 23:00:00,6.75,7.25,7.25,7.25,0.0,34.4,65.25,4.0,23.0,5.0,4.0,5.0
2023-05-06 00:00:00,7.0,7.0,7.0,7.0,0.0,34.58,64.5,4.0,0.0,6.0,5.0,5.0
2023-05-06 01:00:00,7.0,7.25,7.25,7.25,0.0,34.5,64.5,4.0,1.0,6.0,5.0,5.0
2023-05-06 02:00:00,8.0,8.25,8.25,8.25,0.0,34.35,65.0,4.0,2.0,6.0,5.0,5.0
2023-05-06 03:00:00,5.5,6.25,6.25,6.25,0.0,34.0,67.0,4.0,3.0,6.0,5.0,5.0
2023-05-06 04:00:00,4.0,4.75,4.75,5.0,0.0,33.65,69.5,4.0,4.0,6.0,5.0,5.0
2023-05-06 05:00:00,5.0,5.5,5.5,5.75,0.0,33.72,70.0,4.0,5.0,6.0,5.0,5.0
2023-05-06 06:00:00,6.25,7.0,7.0,7.25,0.0,34.08,69.5,4.0,6.0,6.0,5.0,5.0
2023-05-06 07:00:00,7.25,8.0,8.25,8.5,0.0,34.78,68.25,4.0,7.0,6.0,5.0,5.0
2023-05-06 08:00:00,9.0,9.75,10.0,10.25,0.0,34.75,68.5,4.0,8.0,6.0,5.0,5.0
2023-05-06 09:00:00,13.9,14.8,14.85,14.95,0.0,33.5,68.4,4.05,9.0,6.0,5.0,5.0
2023-05-06 10:00:00,21.75,23.0,23.0,23.0,0.0,31.78,73.5,4.25,10.0,6.0,5.0,5.0
2023-05-06 12:00:00,19.5,20.25,20.25,20.25,0.0,33.83,69.25,4.0,12.0,6.0,5.0,5.0
2023-05-06 13:00:00,10.5,11.25,11.25,11.25,0.0,33.78,67.75,4.0,13.0,6.0,5.0,5.0
2023-05-06 14:00:00,9.25,9.5,9.5,9.5,0.0,33.5,67.0,4.0,14.0,6.0,5.0,5.0
2023-05-06 15:00:00,8.75,9.25,9.25,9.25,0.0,32.92,66.0,4.0,15.0,6.0,5.0,5.0
2023-05-06 16:00:00,9.25,9.75,9.75,9.75,0.0,33.3,66.0,4.0,16.0,6.0,5.0,5.0
2023-05-06 17:00:00,9.5,10.25,10.25,10.25,0.0,33.48,66.0,4.0,17.0,6.0,5.0,5.0
2023-05-06 18:00:00,8.0,8.5,8.5,8.5,0.0,33.25,67.0,4.0,18.0,6.0,5.0,5.0
2023-05-06 19:00:00,14.0,14.75,14.75,14.75,0.0,33.02,68.0,4.0,19.0,6.0,5.0,5.0
2023-05-06 20:00:00,11.5,12.25,12.25,12.25,0.0,32.98,68.75,4.0,20.0,6.0,5.0,5.0
2023-05-06 21:00:00,7.0,7.0,7.0,7.0,0.0,33.12,69.5,4.0,21.0,6.0,5.0,5.0
2023-05-06 22:00:00,7.25,8.25,8.25,8.25,0.0,33.2,70.5,4.0,22.0,6.0,5.0,5.0
2023-05-06 23:00:00,6.5,6.75,6.75,6.75,0.0,33.15,70.75,4.0,23.0,6.0,5.0,5.0
2023-05-07 00:00:00,3.75,4.25,4.5,4.5,0.0,31.4,70.0,4.0,0.0,7.0,6.0,5.0
2023-05-07 01:00:00,4.75,5.5,5.5,5.5,0.0,31.32,69.5,4.0,1.0,7.0,6.0,5.0
2023-05-07 02:00:00,6.0,6.33,6.67,6.67,0.0,31.33,70.33,4.33,2.0,7.0,6.0,5.0
2023-05-07 03:00:00,6.0,6.25,6.25,6.5,0.0,31.35,70.0,4.0,3.0,7.0,6.0,5.0
2023-05-07 04:00:00,6.5,7.0,7.0,7.0,0.0,31.4,71.0,4.0,4.0,7.0,6.0,5.0
2023-05-07 05:00:00,14.0,15.0,15.0,15.0,0.0,31.38,71.0,4.0,5.0,7.0,6.0,5.0
