timestamp_index,PM1,PM25,PM4,PM10,SensorStatus,Temperature,RH,DeviceStatus
2022-01-25 00:00:00,22.5,23.5,23.5,23.5,0.0,22.55,71.0,0.0
2022-01-25 01:00:00,22.5,23.75,23.75,23.75,0.0,22.675,68.5,0.0
2022-01-25 02:00:00,39.0,48.0,53.25,54.25,0.0,23.575,67.25,0.0
2022-01-25 03:00:00,36.25,38.25,38.5,38.5,0.0,25.075,61.5,0.0
2022-01-25 04:00:00,22.666666666666668,24.333333333333332,24.333333333333332,24.333333333333332,0.0,26.7,48.666666666666664,0.3333333333333333
2022-01-25 05:00:00,8.75,9.5,9.5,9.5,0.0,28.625,32.75,0.0
2022-01-25 06:00:00,7.25,8.0,8.0,8.0,0.0,29.65,28.25,0.0
2022-01-25 07:00:00,8.0,8.75,8.75,8.75,0.0,30.275,27.5,2.0
2022-01-25 08:00:00,9.75,10.25,10.25,10.25,0.0,30.575,28.0,0.0
2022-01-25 09:00:00,10.75,11.25,11.5,11.5,0.0,30.7,31.0,0.0
2022-01-25 10:00:00,13.25,14.0,14.0,14.0,0.0,30.0,38.25,0.0
2022-01-25 11:00:00,10.75,11.25,11.25,11.25,0.0,29.025,31.25,0.0
2022-01-25 12:00:00,13.75,14.75,14.75,14.75,0.0,27.7,36.75,0.0
2022-01-25 13:00:00,18.5,19.25,19.25,19.25,0.0,26.625,43.0,0.0
2022-01-25 14:00:00,24.0,25.5,25.5,25.5,0.0,26.3,47.5,0.0
2022-01-25 15:00:00,28.0,29.75,29.75,29.75,0.0,26.625,59.75,0.0
2022-01-25 16:00:00,22.25,23.75,23.75,23.75,0.0,26.5,64.5,2.0
2022-01-25 17:00:00,17.75,18.75,18.75,18.75,0.0,26.1,61.25,0.0
2022-01-25 18:00:00,17.75,18.75,18.75,18.75,0.0,25.35,61.75,0.0
2022-01-25 19:00:00,15.75,16.5,16.5,16.5,0.0,24.875,64.5,0.0
2022-01-25 20:00:00,16.0,17.0,17.0,17.0,0.0,24.525,65.75,0.0
2022-01-25 21:00:00,14.75,15.75,15.75,15.75,0.0,24.025,67.5,0.0
2022-01-25 22:00:00,15.0,16.0,16.0,16.0,0.0,23.825,68.0,0.0
2022-01-25 23:00:00,17.5,18.5,18.5,18.5,0.0,23.575,68.5,0.0
2022-01-26 00:00:00,20.0,21.0,21.0,21.0,0.0,23.35,68.5,0.0
2022-01-26 01:00:00,22.0,23.0,23.0,23.0,0.0,23.1,69.0,0.0
2022-01-26 02:00:00,32.75,35.5,36.5,36.75,0.0,23.7,67.75,0.0
2022-01-26 03:00:00,30.75,32.5,32.5,32.5,0.0,25.15,61.0,0.0
2022-01-26 04:00:00,13.75,14.75,14.75,14.75,0.0,27.15,43.0,0.0
2022-01-26 05:00:00,8.25,8.5,8.5,8.5,0.0,28.625,31.25,0.0
2022-01-26 06:00:00,10.5,11.25,11.25,11.25,0.0,29.325,33.5,0.0
2022-01-26 07:00:00,17.5,18.75,18.75,18.75,0.0,29.975,38.75,0.0
2022-01-26 08:00:00,25.5,26.75,26.75,26.75,0.0,29.825,44.0,0.0
2022-01-26 09:00:00,32.5,35.0,35.5,35.75,0.0,29.875,44.25,0.0
2022-01-26 10:00:00,23.75,25.0,25.0,25.0,0.0,29.275,45.75,0.0
2022-01-26 11:00:00,18.0,19.0,19.0,19.0,0.0,28.725,50.0,0.0
2022-01-26 12:00:00,25.0,26.5,26.5,26.5,0.0,27.799999999999997,58.75,0.0
2022-01-26 13:00:00,28.25,30.25,30.25,30.25,0.0,27.0,67.5,0.0
2022-01-26 14:00:00,37.0,39.5,39.5,39.5,0.0,26.7,69.75,0.0
2022-01-26 15:00:00,39.5,42.0,42.0,42.0,0.0,26.7,70.0,0.0
2022-01-26 16:00:00,32.0,33.75,33.75,33.75,0.0,26.525,70.5,0.0
2022-01-26 17:00:00,23.25,24.5,24.5,24.5,0.0,26.3,69.75,0.0
2022-01-26 18:00:00,24.5,26.0,26.0,26.0,0.0,26.025,70.5,0.0
2022-01-26 19:00:00,27.25,28.75,28.75,28.75,0.0,25.55,71.25,0.0
2022-01-26 20:00:00,15.25,16.25,16.25,16.25,0.0,25.25,69.25,0.0
2022-01-26 21:00:00,14.0,15.0,15.0,15.0,0.0,24.625,69.5,0.0
2022-01-26 22:00:00,16.5,17.5,17.5,17.5,0.0,24.05,69.5,0.0
2022-01-26 23:00:00,15.5,16.5,16.5,16.5,0.0,23.85,69.75,0.0
2022-01-27 00:00:00,17.0,17.75,17.75,17.75,0.0,23.45,70.5,0.0
2022-01-27 01:00:00,16.0,17.0,17.0,17.0,0.0,23.25,69.5,0.0
2022-01-27 02:00:00,20.25,23.25,24.5,24.75,0.0,23.875,64.0,0.0
2022-01-27 03:00:00,22.25,23.5,23.5,23.5,0.0,25.325,59.5,2.0
2022-01-27 04:00:00,15.0,15.5,15.5,15.5,0.0,26.675,50.25,0.0
2022-01-27 05:00:00,11.75,12.5,12.5,12.5,0.0,27.775,44.25,0.0
2022-01-27 06:00:00,12.75,13.25,13.25,13.25,0.0,28.875,43.25,0.0
2022-01-27 07:00:00,16.0,17.0,17.0,17.0,0.0,29.725,42.5,0.0
2022-01-27 08:00:00,13.0,13.75,13.75,13.75,0.0,30.3,43.25,0.0
2022-01-27 09:00:00,8.5,9.0,9.0,9.0,0.0,29.775,47.0,2.0
2022-01-27 10:00:00,8.75,9.5,9.5,9.5,0.0,29.375,47.75,0.0
2022-01-27 11:00:00,10.25,10.75,10.75,10.75,0.0,28.85,50.5,0.0
2022-01-27 12:00:00,11.75,12.5,12.5,12.5,0.0,27.7,54.5,0.0
2022-01-27 13:00:00,10.25,11.0,11.0,11.0,0.0,26.475,60.75,0.0
2022-01-27 14:00:00,10.75,11.25,11.25,11.25,0.0,25.9,62.5,0.0
2022-01-27 15:00:00,6.75,7.5,7.5,7.5,0.0,25.675,62.25,0.0
2022-01-27 16:00:00,6.0,6.25,6.25,6.25,0.0,25.4,60.75,0.0
2022-01-27 17:00:00,5.25,5.5,5.5,5.5,0.0,25.15,58.0,0.0
2022-01-27 18:00:00,5.0,5.25,5.25,5.25,0.0,25.225,55.25,0.0
2022-01-27 19:00:00,5.0,5.25,5.5,5.5,0.0,24.85,55.75,0.0
2022-01-27 20:00:00,5.25,5.5,5.5,5.5,0.0,24.4,55.25,0.0
2022-01-27 21:00:00,6.5,6.75,6.75,6.75,0.0,23.9,57.5,0.0
2022-01-27 22:00:00,7.5,8.0,8.0,8.0,0.0,23.2,59.25,0.0
2022-01-27 23:00:00,9.25,10.25,10.25,10.25,0.0,22.9,59.75,0.0
2022-01-28 00:00:00,13.5,14.0,14.0,14.0,0.0,22.625,62.75,0.0
2022-01-28 01:00:00,6.5,7.25,7.25,7.25,0.0,23.099999999999998,61.25,0.0
2022-01-28 02:00:00,18.5,22.5,25.25,25.75,0.0,24.175,60.75,0.0
2022-01-28 03:00:00,13.75,14.5,14.5,14.5,0.0,26.0,60.25,0.0
2022-01-28 04:00:00,5.0,5.5,5.5,5.5,0.0,27.875,58.0,0.0
2022-01-28 05:00:00,3.75,4.25,4.25,4.25,0.0,29.05,54.75,0.0
2022-01-28 06:00:00,3.75,4.25,4.25,4.25,0.0,29.475,54.25,0.0
2022-01-28 07:00:00,4.25,4.25,4.25,4.25,0.0,29.95,51.75,0.0
