Unnamed: 0,Timestamp (UTC),PM2.5 (ug/m3),Temperature (Celsius),Relative Humidity (%)
545,5/20/2023 17:00,16.25,33.325,68.0
546,5/20/2023 18:00,13.25,33.05,68.5
547,5/20/2023 19:00,13.0,32.55,70.5
548,5/20/2023 20:00,11.0,32.225,71.5
549,5/20/2023 21:00,,,
550,5/20/2023 22:00,13.66666667,30.66666667,76.33333333
551,5/20/2023 23:00,13.75,31.475,73.0
552,5/21/2023 0:00,12.25,31.55,72.75
553,5/21/2023 1:00,10.5,32.35,71.0
554,5/21/2023 2:00,12.0,33.875,67.5
555,5/21/2023 3:00,12.0,35.4,63.33333333
556,5/21/2023 4:00,13.0,37.16666667,58.66666667
557,5/21/2023 5:00,,,
558,5/21/2023 6:00,,,
559,5/21/2023 7:00,15.25,41.475,47.0
560,5/21/2023 8:00,15.5,42.05,46.0
561,5/21/2023 9:00,16.0,42.35,45.5
562,5/21/2023 10:00,15.0,43.275,44.75
563,5/21/2023 11:00,18.0,39.175,51.0
564,5/21/2023 12:00,22.0,37.55,54.25
565,5/21/2023 13:00,20.0,36.625,56.75
566,5/21/2023 14:00,20.0,35.95,58.5
567,5/21/2023 15:00,18.75,34.925,61.25
568,5/21/2023 16:00,17.75,34.2,63.75
569,5/21/2023 17:00,16.5,33.325,65.75
570,5/21/2023 18:00,16.0,33.15,66.0
571,5/21/2023 19:00,16.25,32.475,67.5
572,5/21/2023 20:00,16.0,31.85,68.0
573,5/21/2023 21:00,15.5,31.425,68.75
574,5/21/2023 22:00,13.0,31.325,66.5
575,5/21/2023 23:00,13.0,31.125,66.0
576,5/22/2023 0:00,12.0,31.15,65.75
577,5/22/2023 1:00,10.25,31.925,64.25
578,5/22/2023 2:00,12.5,33.625,62.5
579,5/22/2023 3:00,15.5,35.575,58.75
580,5/22/2023 4:00,13.25,36.0,57.5
581,5/22/2023 5:00,16.25,36.575,55.5
582,5/22/2023 6:00,14.25,38.025,51.5
583,5/22/2023 7:00,11.5,38.9,49.5
584,5/22/2023 8:00,11.0,40.15,46.75
585,5/22/2023 9:00,18.0,38.775,56.75
586,5/22/2023 10:00,13.0,37.45,59.5
587,5/22/2023 11:00,8.0,32.375,63.25
588,5/22/2023 12:00,8.75,32.2,66.25
589,5/22/2023 13:00,11.25,32.325,68.75
590,5/22/2023 14:00,7.5,32.625,65.0
591,5/22/2023 15:00,8.5,31.95,67.0
592,5/22/2023 16:00,9.25,31.875,67.75
593,5/22/2023 17:00,9.0,31.9,69.0
594,5/22/2023 18:00,9.5,32.225,69.0
595,5/22/2023 19:00,11.5,32.2,69.75
596,5/22/2023 20:00,12.25,31.85,70.5
597,5/22/2023 21:00,12.0,31.35,72.75
598,5/22/2023 22:00,13.25,31.125,73.0
599,5/22/2023 23:00,12.5,31.225,73.0
600,5/23/2023 0:00,12.0,31.4,72.0
601,5/23/2023 1:00,13.0,31.975,71.25
602,5/23/2023 2:00,12.5,33.325,67.75
603,5/23/2023 3:00,11.25,34.775,64.5
604,5/23/2023 4:00,10.0,34.6,64.0
605,5/23/2023 5:00,9.25,36.725,57.75
606,5/23/2023 6:00,9.0,39.4,51.25
607,5/23/2023 7:00,8.75,40.25,49.25
608,5/23/2023 8:00,9.0,41.7,46.75
609,5/23/2023 9:00,8.75,41.1,53.25
610,5/23/2023 10:00,10.75,38.575,59.0
611,5/23/2023 11:00,12.5,34.85,65.5
612,5/23/2023 12:00,10.0,33.3,68.0
613,5/23/2023 13:00,14.75,33.15,68.5
614,5/23/2023 14:00,15.5,32.7,69.75
615,5/23/2023 15:00,10.5,31.475,73.0
616,5/23/2023 16:00,10.5,32.3,70.75
617,5/23/2023 17:00,10.75,33.3,67.25
618,5/23/2023 18:00,10.0,32.8,69.0
619,5/23/2023 19:00,10.5,32.15,71.0
620,5/23/2023 20:00,10.25,31.75,72.0
621,5/23/2023 21:00,9.75,31.425,72.0
622,5/23/2023 22:00,9.0,31.25,73.0
623,5/23/2023 23:00,7.75,30.375,75.75
624,5/24/2023 0:00,8.0,29.23333333,79.66666667
625,5/24/2023 1:00,9.666666667,30.2,77.33333333
626,5/24/2023 2:00,9.5,31.25,73.75
627,5/24/2023 3:00,6.75,32.7,68.75
628,5/24/2023 4:00,6.0,34.175,63.5
629,5/24/2023 5:00,6.0,35.725,59.25
630,5/24/2023 6:00,6.0,37.23333333,54.66666667
631,5/24/2023 7:00,6.0,39.175,50.5
632,5/24/2023 8:00,5.75,40.225,48.25
633,5/24/2023 9:00,4.75,41.075,47.25
634,5/24/2023 10:00,4.0,42.85,43.75
635,5/24/2023 11:00,4.333333333,40.63333333,47.66666667
636,5/24/2023 12:00,7.0,36.3,55.75
637,5/24/2023 13:00,6.25,34.4,61.25
638,5/24/2023 14:00,4.25,32.9,65.5
639,5/24/2023 15:00,5.0,31.9,68.75
640,5/24/2023 16:00,5.0,31.15,70.5
641,5/24/2023 17:00,5.5,30.475,73.0
642,5/24/2023 18:00,6.75,29.8,76.25
643,5/24/2023 19:00,5.0,29.45,78.0
644,5/24/2023 20:00,5.0,29.225,79.5
645,5/24/2023 21:00,5.0,29.0,80.5
646,5/24/2023 22:00,4.75,29.0,80.25
647,5/24/2023 23:00,5.0,29.1,79.0
648,5/25/2023 0:00,6.5,29.175,79.0
649,5/25/2023 1:00,6.333333333,29.76666667,77.66666667
650,5/25/2023 2:00,5.75,31.4,72.5
651,5/25/2023 3:00,6.0,32.925,67.25
652,5/25/2023 4:00,5.25,34.425,62.0
653,5/25/2023 5:00,5.5,36.075,58.5
654,5/25/2023 6:00,4.5,37.825,53.0
655,5/25/2023 7:00,4.5,39.075,49.25
656,5/25/2023 8:00,4.25,40.0,47.5
657,5/25/2023 9:00,4.0,39.925,47.0
658,5/25/2023 10:00,4.0,41.3,44.5
659,5/25/2023 11:00,5.0,39.26666667,48.33333333
660,5/25/2023 12:00,7.25,35.4,56.75
661,5/25/2023 13:00,8.75,33.95,60.0
662,5/25/2023 14:00,6.5,32.925,63.0
663,5/25/2023 15:00,8.5,31.925,67.5
664,5/25/2023 16:00,8.25,31.175,71.0
665,5/25/2023 17:00,6.75,30.625,73.0
666,5/25/2023 18:00,6.75,30.25,75.25
667,5/25/2023 19:00,6.75,30.075,76.25
668,5/25/2023 20:00,6.0,29.925,77.0
669,5/25/2023 21:00,6.0,29.8,77.25
670,5/25/2023 22:00,6.0,29.8,78.0
671,5/25/2023 23:00,6.75,29.775,78.25
672,5/26/2023 0:00,7.5,29.8,78.75
673,5/26/2023 1:00,7.0,30.6,75.5
674,5/26/2023 2:00,9.25,31.9,71.0
675,5/26/2023 3:00,7.5,33.325,65.75
676,5/26/2023 4:00,7.0,34.8,62.25
677,5/26/2023 5:00,7.0,36.375,58.75
678,5/26/2023 6:00,7.0,37.975,53.75
679,5/26/2023 7:00,6.75,39.25,50.25
680,5/26/2023 8:00,6.0,40.575,48.25
681,5/26/2023 9:00,6.0,40.975,46.5
682,5/26/2023 10:00,6.0,42.1,44.75
683,5/26/2023 11:00,6.0,40.125,48.0
684,5/26/2023 12:00,8.5,36.075,54.75
685,5/26/2023 13:00,8.5,34.375,59.5
686,5/26/2023 14:00,7.5,33.375,62.5
687,5/26/2023 15:00,7.25,32.4,65.5
688,5/26/2023 16:00,7.0,31.4,69.5
689,5/26/2023 17:00,7.0,31.05,72.5
690,5/26/2023 18:00,7.0,30.7,74.75
691,5/26/2023 19:00,7.25,30.4,76.0
692,5/26/2023 20:00,8.0,30.3,76.0
693,5/26/2023 21:00,8.0,30.05,77.0
694,5/26/2023 22:00,8.25,29.925,78.0
695,5/26/2023 23:00,9.0,29.8,78.0
696,5/27/2023 0:00,9.0,29.825,78.0
697,5/27/2023 1:00,9.0,30.425,77.0
698,5/27/2023 2:00,10.0,31.8,73.0
699,5/27/2023 3:00,11.5,33.55,67.75
700,5/27/2023 4:00,10.0,35.25,63.25
701,5/27/2023 5:00,10.0,37.025,58.0
702,5/27/2023 6:00,9.0,38.8,54.0
703,5/27/2023 7:00,9.0,40.575,49.5
704,5/27/2023 8:00,9.5,41.95,46.25
705,5/27/2023 9:00,10.75,41.875,46.75
706,5/27/2023 10:00,9.75,43.025,45.0
707,5/27/2023 11:00,8.75,40.725,49.0
708,5/27/2023 12:00,9.0,37.175,56.25
709,5/27/2023 13:00,8.25,35.825,59.75
710,5/27/2023 14:00,10.0,34.25,63.0
711,5/27/2023 15:00,8.75,33.075,65.25
712,5/27/2023 16:00,9.0,32.125,68.75
713,5/27/2023 17:00,9.0,31.35,72.5
714,5/27/2023 18:00,8.25,31.65,72.75
715,5/27/2023 19:00,8.0,32.95,69.0
716,5/27/2023 20:00,8.0,32.85,69.0
717,5/27/2023 21:00,8.5,32.725,69.75
718,5/27/2023 22:00,9.0,32.55,70.0
719,5/27/2023 23:00,17.5,32.35,70.5
720,5/28/2023 0:00,12.75,32.4,70.75
721,5/28/2023 1:00,11.25,33.2,68.75
722,5/28/2023 2:00,11.5,34.45,65.5
723,5/28/2023 3:00,10.75,35.85,61.75
724,5/28/2023 4:00,10.5,37.7,57.25
725,5/28/2023 5:00,10.66666667,39.16666667,54.0
726,5/28/2023 6:00,10.75,40.85,49.25
727,5/28/2023 7:00,10.5,42.225,46.25
728,5/28/2023 8:00,10.75,44.625,40.75
729,5/28/2023 9:00,10.25,44.975,40.75
730,5/28/2023 10:00,9.333333333,45.7,40.0
731,5/28/2023 11:00,10.5,43.725,42.75
732,5/28/2023 12:00,10.33333333,40.13333333,49.0
733,5/28/2023 13:00,16.5,37.125,54.25
734,5/28/2023 14:00,16.5,36.95,55.5
735,5/28/2023 15:00,14.0,36.25,58.5
736,5/28/2023 16:00,14.25,35.175,62.5
737,5/28/2023 17:00,15.25,34.35,65.25
738,5/28/2023 18:00,14.5,34.0,66.5
739,5/28/2023 19:00,14.0,33.5,68.5
740,5/28/2023 20:00,14.0,33.2,69.25
741,5/28/2023 21:00,14.0,32.775,70.0
742,5/28/2023 22:00,14.25,32.425,71.25
743,5/28/2023 23:00,14.5,32.125,72.25
744,5/29/2023 0:00,16.25,32.275,72.0
745,5/29/2023 1:00,16.5,32.95,70.5
746,5/29/2023 2:00,16.66666667,34.36666667,66.33333333
747,5/29/2023 3:00,15.75,34.025,67.0
748,5/29/2023 4:00,15.25,35.375,62.75
749,5/29/2023 5:00,14.5,37.175,57.5
750,5/29/2023 6:00,14.75,39.225,54.0
751,5/29/2023 7:00,14.0,40.775,54.75
752,5/29/2023 8:00,13.5,41.2,54.25
753,5/29/2023 9:00,13.5,41.125,53.0
754,5/29/2023 10:00,14.33333333,37.6,59.66666667
755,5/29/2023 11:00,,,
756,5/29/2023 12:00,,,
757,5/29/2023 13:00,16.66666667,34.0,63.33333333
758,5/29/2023 14:00,17.66666667,32.36666667,66.66666667
759,5/29/2023 15:00,14.25,32.45,63.5
760,5/29/2023 16:00,13.75,32.3,64.0
761,5/29/2023 17:00,14.0,31.825,65.5
762,5/29/2023 18:00,16.25,30.625,71.5
763,5/29/2023 19:00,18.25,30.0,74.0
764,5/29/2023 20:00,14.5,29.75,72.75
765,5/29/2023 21:00,13.75,29.675,72.25
766,5/29/2023 22:00,16.25,29.35,75.0
767,5/29/2023 23:00,17.0,29.3,76.75
768,5/30/2023 0:00,18.75,29.225,77.75
769,5/30/2023 1:00,19.0,30.275,76.75
770,5/30/2023 2:00,16.5,31.9,72.5
771,5/30/2023 3:00,15.25,33.775,65.5
772,5/30/2023 4:00,15.0,35.3,60.66666667
773,5/30/2023 5:00,13.0,36.925,56.5
774,5/30/2023 6:00,12.5,38.525,52.75
775,5/30/2023 7:00,13.5,40.325,48.75
776,5/30/2023 8:00,13.0,41.725,50.75
777,5/30/2023 9:00,13.0,41.175,53.5
778,5/30/2023 10:00,13.75,41.125,53.5
779,5/30/2023 11:00,12.5,39.825,55.5
780,5/30/2023 12:00,9.25,34.575,57.5
781,5/30/2023 13:00,19.5,33.4,61.25
782,5/30/2023 14:00,17.25,32.5,66.0
783,5/30/2023 15:00,14.75,31.925,67.5
784,5/30/2023 16:00,13.5,31.25,69.75
785,5/30/2023 17:00,12.75,30.7,72.0
786,5/30/2023 18:00,13.5,30.45,72.25
787,5/30/2023 19:00,14.0,30.05,73.75
788,5/30/2023 20:00,15.25,29.625,76.5
789,5/30/2023 21:00,16.5,29.45,78.25
790,5/30/2023 22:00,17.0,29.35,79.25
791,5/30/2023 23:00,16.5,29.475,79.75
792,5/31/2023 0:00,16.75,29.675,79.75
793,5/31/2023 1:00,17.0,30.35,78.5
794,5/31/2023 2:00,22.75,31.625,75.25
795,5/31/2023 3:00,30.75,33.25,69.0
796,5/31/2023 4:00,25.0,34.875,64.25
797,5/31/2023 5:00,18.0,36.475,58.75
798,5/31/2023 6:00,13.0,38.475,53.25
799,5/31/2023 7:00,12.75,40.475,47.25
800,5/31/2023 8:00,12.0,41.675,44.0
801,5/31/2023 9:00,11.75,42.825,47.75
802,5/31/2023 10:00,12.0,43.0,51.66666667
803,5/31/2023 11:00,12.0,41.55,52.5
804,5/31/2023 12:00,9.75,33.55,56.75
805,5/31/2023 13:00,16.0,33.35,58.25
806,5/31/2023 14:00,11.25,32.275,65.0
807,5/31/2023 15:00,10.5,31.775,67.75
808,5/31/2023 16:00,12.0,31.725,68.5
809,5/31/2023 17:00,12.75,31.075,72.75
810,5/31/2023 18:00,13.75,30.85,73.75
811,5/31/2023 19:00,14.25,30.475,76.0
812,5/31/2023 20:00,13.25,30.1,77.75
813,5/31/2023 21:00,13.0,29.85,79.0
814,5/31/2023 22:00,13.0,29.625,79.5
815,5/31/2023 23:00,14.75,29.45,80.5
816,6/1/2023 0:00,13.25,29.6,79.75
817,6/1/2023 1:00,16.25,30.475,77.5
818,6/1/2023 2:00,,,
819,6/1/2023 3:00,,,
820,6/1/2023 4:00,,,
821,6/1/2023 5:00,10.25,36.1,58.25
822,6/1/2023 6:00,10.0,38.175,52.0
823,6/1/2023 7:00,10.25,39.4,48.75
824,6/1/2023 8:00,10.5,40.25,47.0
825,6/1/2023 9:00,9.75,40.175,47.0
826,6/1/2023 10:00,9.25,40.525,46.5
827,6/1/2023 11:00,8.75,37.725,52.25
828,6/1/2023 12:00,8.666666667,34.8,58.33333333
829,6/1/2023 13:00,13.33333333,33.16666667,64.33333333
830,6/1/2023 14:00,8.25,32.6,66.5
831,6/1/2023 15:00,8.5,31.85,69.75
832,6/1/2023 16:00,7.0,31.25,72.5
833,6/1/2023 17:00,7.0,30.825,74.75
834,6/1/2023 18:00,6.25,30.725,75.0
835,6/1/2023 19:00,6.0,30.4,76.25
836,6/1/2023 20:00,6.25,30.2,77.25
837,6/1/2023 21:00,6.25,30.075,77.75
838,6/1/2023 22:00,6.25,30.025,77.5
839,6/1/2023 23:00,6.0,30.0,76.75
840,6/2/2023 0:00,6.25,30.15,76.25
841,6/2/2023 1:00,6.75,30.85,74.75
842,6/2/2023 2:00,7.25,32.175,70.75
843,6/2/2023 3:00,7.666666667,33.7,66.33333333
844,6/2/2023 4:00,17.25,35.175,62.75
845,6/2/2023 5:00,11.0,36.6,58.75
846,6/2/2023 6:00,9.75,37.95,54.5
847,6/2/2023 7:00,10.0,39.175,51.25
848,6/2/2023 8:00,10.0,40.0,49.0
849,6/2/2023 9:00,9.0,39.83333333,49.0
850,6/2/2023 10:00,9.0,39.875,48.75
851,6/2/2023 11:00,9.0,38.075,52.25
852,6/2/2023 12:00,10.25,35.65,58.25
853,6/2/2023 13:00,10.5,34.325,62.0
854,6/2/2023 14:00,9.25,33.325,64.5
855,6/2/2023 15:00,8.0,32.375,68.5
856,6/2/2023 16:00,6.75,31.725,71.25
857,6/2/2023 17:00,6.0,31.45,72.25
858,6/2/2023 18:00,5.75,31.15,73.5
859,6/2/2023 19:00,5.0,30.825,74.75
860,6/2/2023 20:00,4.0,30.6,75.75
861,6/2/2023 21:00,4.0,30.425,76.0
862,6/2/2023 22:00,4.25,30.3,77.0
863,6/2/2023 23:00,4.0,30.2,78.0
864,6/3/2023 0:00,4.333333333,30.3,77.66666667
865,6/3/2023 1:00,5.0,30.9,75.75
866,6/3/2023 2:00,5.75,32.1,72.5
867,6/3/2023 3:00,6.25,33.5,68.5
868,6/3/2023 4:00,7.25,35.075,63.5
869,6/3/2023 5:00,7.75,36.7,59.5
870,6/3/2023 6:00,9.5,38.25,55.25
871,6/3/2023 7:00,9.75,39.85,51.75
872,6/3/2023 8:00,9.25,40.3,50.0
873,6/3/2023 9:00,9.25,40.1,49.75
874,6/3/2023 10:00,9.0,40.625,49.0
875,6/3/2023 11:00,10.25,38.25,52.75
876,6/3/2023 12:00,10.25,35.125,59.25
877,6/3/2023 13:00,9.0,33.8,63.25
878,6/3/2023 14:00,7.25,32.925,66.5
879,6/3/2023 15:00,6.0,32.125,69.5
880,6/3/2023 16:00,5.5,31.725,71.5
881,6/3/2023 17:00,4.75,31.35,73.0
882,6/3/2023 18:00,4.25,31.1,74.0
883,6/3/2023 19:00,4.0,30.875,75.0
884,6/3/2023 20:00,3.75,30.675,75.5
885,6/3/2023 21:00,3.0,30.475,76.0
886,6/3/2023 22:00,3.0,30.35,76.25
887,6/3/2023 23:00,3.0,30.3,76.0
888,6/4/2023 0:00,4.25,30.425,76.5
889,6/4/2023 1:00,5.333333333,31.2,74.66666667
890,6/4/2023 2:00,6.0,32.25,71.0
891,6/4/2023 3:00,9.75,33.4,66.5
892,6/4/2023 4:00,8.5,35.1,62.5
893,6/4/2023 5:00,9.25,36.7,58.75
894,6/4/2023 6:00,8.75,38.05,55.0
895,6/4/2023 7:00,9.0,39.4,51.0
896,6/4/2023 8:00,9.5,40.825,47.5
897,6/4/2023 9:00,10.0,40.9,47.5
898,6/4/2023 10:00,10.0,41.35,46.5
899,6/4/2023 11:00,11.0,38.975,50.25
900,6/4/2023 12:00,11.0,35.43333333,57.66666667
901,6/4/2023 13:00,11.5,34.05,61.25
902,6/4/2023 14:00,12.25,32.975,64.75
903,6/4/2023 15:00,10.5,31.85,67.5
904,6/4/2023 16:00,10.0,31.25,69.5
905,6/4/2023 17:00,9.25,30.775,72.0
906,6/4/2023 18:00,9.0,30.4,73.75
907,6/4/2023 19:00,8.5,30.225,75.0
908,6/4/2023 20:00,7.5,29.95,75.25
909,6/4/2023 21:00,7.0,29.875,74.5
910,6/4/2023 22:00,6.75,29.8,74.0
911,6/4/2023 23:00,6.0,29.7,75.0
912,6/5/2023 0:00,7.0,29.725,75.75
913,6/5/2023 1:00,7.0,30.5,74.75
914,6/5/2023 2:00,6.75,31.775,71.25
915,6/5/2023 3:00,7.0,33.175,66.25
916,6/5/2023 4:00,7.0,34.775,62.5
917,6/5/2023 5:00,8.0,36.06666667,59.66666667
918,6/5/2023 6:00,9.0,37.425,56.0
919,6/5/2023 7:00,9.0,39.1,51.75
920,6/5/2023 8:00,9.0,40.0,49.5
921,6/5/2023 9:00,9.5,39.975,49.75
922,6/5/2023 10:00,8.75,40.05,49.5
923,6/5/2023 11:00,7.5,38.55,52.75
924,6/5/2023 12:00,8.5,35.275,59.5
925,6/5/2023 13:00,7.75,33.85,63.0
926,6/5/2023 14:00,5.75,32.925,65.5
927,6/5/2023 15:00,5.25,32.0,68.0
928,6/5/2023 16:00,5.0,31.45,70.0
929,6/5/2023 17:00,4.0,30.975,72.5
930,6/5/2023 18:00,4.0,30.825,73.75
931,6/5/2023 19:00,3.25,30.5,75.25
932,6/5/2023 20:00,3.25,31.05,74.0
933,6/5/2023 21:00,3.25,30.6,75.0
934,6/5/2023 22:00,3.75,30.35,76.25
935,6/5/2023 23:00,4.0,30.15,77.0
936,6/6/2023 0:00,5.0,30.125,77.0
937,6/6/2023 1:00,4.75,30.825,75.25
938,6/6/2023 2:00,6.5,32.275,70.25
939,6/6/2023 3:00,6.5,33.825,65.0
940,6/6/2023 4:00,7.5,35.575,60.5
941,6/6/2023 5:00,7.75,37.275,55.75
942,6/6/2023 6:00,8.5,38.75,52.25
943,6/6/2023 7:00,9.25,39.775,50.25
944,6/6/2023 8:00,10.0,41.375,47.5
945,6/6/2023 9:00,10.0,40.0,49.25
946,6/6/2023 10:00,8.0,40.75,49.0
947,6/6/2023 11:00,7.75,38.225,52.5
948,6/6/2023 12:00,8.5,35.55,57.5
949,6/6/2023 13:00,8.25,34.0,61.0
950,6/6/2023 14:00,5.25,33.25,64.0
951,6/6/2023 15:00,4.25,32.525,67.0
952,6/6/2023 16:00,3.5,31.975,68.5
953,6/6/2023 17:00,3.0,31.475,70.5
954,6/6/2023 18:00,3.0,31.075,72.5
955,6/6/2023 19:00,3.0,30.775,74.25
956,6/6/2023 20:00,3.0,30.575,75.25
957,6/6/2023 21:00,3.0,30.45,76.0
958,6/6/2023 22:00,3.0,30.425,76.25
959,6/6/2023 23:00,3.25,30.45,76.0
960,6/7/2023 0:00,3.666666667,30.63333333,76.33333333
961,6/7/2023 1:00,4.5,30.975,75.0
962,6/7/2023 2:00,52.66666667,32.1,71.33333333
963,6/7/2023 3:00,4.75,33.525,66.75
964,6/7/2023 4:00,5.666666667,34.86666667,63.66666667
965,6/7/2023 5:00,5.0,36.0,60.75
966,6/7/2023 6:00,4.5,37.45,56.25
967,6/7/2023 7:00,4.0,38.475,53.75
968,6/7/2023 8:00,3.5,39.225,53.25
969,6/7/2023 9:00,4.0,38.75,52.5
970,6/7/2023 10:00,3.75,37.95,53.75
971,6/7/2023 11:00,3.0,36.225,56.75
972,6/7/2023 12:00,3.5,34.725,60.5
973,6/7/2023 13:00,5.0,33.75,63.5
974,6/7/2023 14:00,4.5,32.775,66.25
975,6/7/2023 15:00,4.0,31.775,69.25
976,6/7/2023 16:00,4.0,31.25,71.5
977,6/7/2023 17:00,4.0,31.03333333,73.0
978,6/7/2023 18:00,5.0,30.8,74.0
979,6/7/2023 19:00,5.0,30.75,74.0
980,6/7/2023 20:00,5.0,30.575,74.0
981,6/7/2023 21:00,5.0,30.325,75.0
982,6/7/2023 22:00,5.0,30.25,75.0
983,6/7/2023 23:00,5.0,30.275,75.0
984,6/8/2023 0:00,4.75,30.2,76.0
985,6/8/2023 1:00,6.5,30.675,74.75
986,6/8/2023 2:00,5.5,31.9,71.5
987,6/8/2023 3:00,4.25,33.35,67.0
988,6/8/2023 4:00,3.75,34.5,62.5
989,6/8/2023 5:00,3.25,36.1,57.75
990,6/8/2023 6:00,5.5,37.5,53.5
991,6/8/2023 7:00,4.25,38.8,50.75
992,6/8/2023 8:00,2.75,40.075,48.0
993,6/8/2023 9:00,3.25,39.7,48.75
994,6/8/2023 10:00,6.0,39.425,47.75
995,6/8/2023 11:00,3.666666667,38.2,50.33333333
996,6/8/2023 12:00,3.666666667,34.96666667,57.33333333
997,6/8/2023 13:00,5.25,33.575,60.25
998,6/8/2023 14:00,2.5,32.65,62.25
999,6/8/2023 15:00,2.75,31.8,65.5
1000,6/8/2023 16:00,3.75,31.025,68.5
1001,6/8/2023 17:00,3.0,30.6,71.5
1002,6/8/2023 18:00,3.25,30.325,72.5
1003,6/8/2023 19:00,3.25,30.025,73.75
1004,6/8/2023 20:00,3.25,29.85,75.0
1005,6/8/2023 21:00,4.0,29.7,75.75
1006,6/8/2023 22:00,4.0,29.65,76.0
1007,6/8/2023 23:00,3.5,29.575,76.0
1008,6/9/2023 0:00,3.5,29.625,75.5
1009,6/9/2023 1:00,3.75,30.225,74.0
1010,6/9/2023 2:00,4.25,31.8,70.0
1011,6/9/2023 3:00,3.666666667,33.66666667,64.33333333
1012,6/9/2023 4:00,3.5,34.925,60.5
1013,6/9/2023 5:00,3.0,36.5,56.0
1014,6/9/2023 6:00,3.0,37.725,52.75
1015,6/9/2023 7:00,3.0,38.575,50.5
1016,6/9/2023 8:00,3.0,39.3,49.0
1017,6/9/2023 9:00,2.25,39.125,49.5
1018,6/9/2023 10:00,2.25,39.575,48.5
1019,6/9/2023 11:00,4.5,38.35,51.0
1020,6/9/2023 12:00,5.75,34.825,58.75
1021,6/9/2023 13:00,5.0,33.375,62.0
1022,6/9/2023 14:00,4.0,32.225,65.25
1023,6/9/2023 15:00,4.75,31.45,67.5
1024,6/9/2023 16:00,3.0,31.025,69.25
1025,6/9/2023 17:00,3.25,30.625,71.0
1026,6/9/2023 18:00,3.25,30.35,72.0
1027,6/9/2023 19:00,3.25,30.05,73.5
1028,6/9/2023 20:00,3.0,29.925,73.0
1029,6/9/2023 21:00,3.0,29.775,73.25
1030,6/9/2023 22:00,3.25,29.675,73.75
1031,6/9/2023 23:00,3.75,29.775,74.0
1032,6/10/2023 0:00,4.25,31.65,69.25
1033,6/10/2023 1:00,8.5,32.275,68.0
1034,6/10/2023 2:00,22.5,33.35,64.75
1035,6/10/2023 3:00,5.25,34.825,60.5
1036,6/10/2023 4:00,11.25,36.475,55.75
1037,6/10/2023 5:00,3.5,38.45,51.5
1038,6/10/2023 6:00,6.0,39.675,48.25
1039,6/10/2023 7:00,4.75,40.725,46.0
1040,6/10/2023 8:00,2.25,42.0,42.5
1041,6/10/2023 9:00,1.5,42.75,40.75
1042,6/10/2023 10:00,10.0,41.275,44.0
1043,6/10/2023 11:00,4.0,38.875,49.25
1044,6/10/2023 12:00,3.5,34.2,57.5
1045,6/10/2023 13:00,4.5,32.875,62.25
1046,6/10/2023 14:00,4.0,32.05,65.5
1047,6/10/2023 15:00,4.0,31.6,67.33333333
1048,6/10/2023 16:00,4.0,31.05,69.0
1049,6/10/2023 17:00,4.0,30.8,70.5
1050,6/10/2023 18:00,4.0,30.5,71.5
1051,6/10/2023 19:00,4.0,30.25,73.0
1052,6/10/2023 20:00,4.0,30.1,74.0
1053,6/10/2023 21:00,4.0,30.0,73.0
1054,6/10/2023 22:00,4.25,29.9,73.75
1055,6/10/2023 23:00,4.25,29.725,75.5
1056,6/11/2023 0:00,4.25,29.8,76.0
1057,6/11/2023 1:00,4.5,30.5,75.0
1058,6/11/2023 2:00,4.75,31.85,70.25
1059,6/11/2023 3:00,4.25,33.65,64.5
1060,6/11/2023 4:00,4.0,35.325,59.5
1061,6/11/2023 5:00,4.0,37.075,54.0
1062,6/11/2023 6:00,3.5,38.425,49.0
1063,6/11/2023 7:00,3.5,39.775,46.25
1064,6/11/2023 8:00,3.25,40.925,44.75
1065,6/11/2023 9:00,3.75,41.075,44.75
1066,6/11/2023 10:00,3.25,41.95,41.75
1067,6/11/2023 11:00,5.0,41.075,43.5
1068,6/11/2023 12:00,5.0,36.625,51.25
1069,6/11/2023 13:00,8.5,35.125,55.5
1070,6/11/2023 14:00,6.0,33.625,62.25
1071,6/11/2023 15:00,5.25,32.425,66.0
1072,6/11/2023 16:00,5.0,31.625,69.0
1073,6/11/2023 17:00,5.0,31.175,71.5
1074,6/11/2023 18:00,4.75,30.975,72.25
1075,6/11/2023 19:00,5.0,30.65,73.5
1076,6/11/2023 20:00,5.25,30.5,74.0
1077,6/11/2023 21:00,5.25,30.325,74.75
1078,6/11/2023 22:00,5.5,30.175,75.25
1079,6/11/2023 23:00,5.25,30.05,76.0
1080,6/12/2023 0:00,5.333333333,30.03333333,76.33333333
1081,6/12/2023 1:00,5.75,30.65,74.5
1082,6/12/2023 2:00,6.75,31.95,70.5
1083,6/12/2023 3:00,5.25,33.275,66.25
1084,6/12/2023 4:00,4.75,34.95,61.25
1085,6/12/2023 5:00,4.5,36.6,56.25
1086,6/12/2023 6:00,4.5,38.225,52.5
1087,6/12/2023 7:00,4.0,39.025,50.25
1088,6/12/2023 8:00,4.25,40.25,48.0
1089,6/12/2023 9:00,4.0,39.925,48.0
1090,6/12/2023 10:00,3.75,42.05,43.5
1091,6/12/2023 11:00,2.666666667,40.5,45.33333333
1092,6/12/2023 12:00,3.25,35.725,54.5
1093,6/12/2023 13:00,4.0,34.225,59.5
1094,6/12/2023 14:00,4.0,33.4,62.25
